09:22:34.866 23.1C | 3.00 V
10:46:40.821 23.1C | 2.91 V
10:46:42.046 23.2C | 2.91 V
10:46:43.271 23.1C | 2.91 V
10:46:44.496 23.1C | 2.91 V
10:46:45.737 23.2C | 2.93 V
10:46:46.955 23.1C | 2.91 V
10:46:48.171 23.1C | 2.91 V
10:46:49.398 23.1C | 2.92 V
10:46:50.640 23.1C | 2.91 V
10:46:51.849 23.1C | 2.91 V
10:46:53.072 23.1C | 2.92 V
10:46:54.297 23.2C | 2.91 V
10:46:55.522 23.1C | 2.91 V
10:46:56.747 23.1C | 2.93 V
10:46:57.978 23.1C | 2.91 V
10:46:59.218 23.1C | 2.91 V
10:47:00.438 23.1C | 2.92 V
10:47:01.647 23.1C | 2.91 V
10:47:02.871 23.2C | 2.91 V
10:47:04.121 23.2C | 2.93 V
10:47:05.367 23.1C | 2.91 V
10:47:06.549 23.2C | 2.91 V
10:47:07.773 23.1C | 2.92 V
10:47:08.998 23.2C | 2.91 V
10:47:10.223 23.2C | 2.92 V
10:47:11.448 23.2C | 2.93 V
10:47:12.673 23.2C | 2.92 V
10:47:13.898 23.1C | 2.92 V
10:47:15.136 23.1C | 2.93 V
10:47:16.357 23.2C | 2.92 V
10:47:17.573 23.2C | 2.91 V
10:47:18.803 23.2C | 2.92 V
10:47:20.023 23.2C | 2.91 V
10:47:21.248 23.2C | 2.91 V
10:47:22.474 23.1C | 2.92 V
10:47:23.698 23.2C | 2.91 V
10:47:24.946 23.2C | 2.91 V
10:47:26.150 23.2C | 2.92 V
10:47:27.373 23.1C | 2.91 V
10:47:28.600 23.2C | 2.91 V
10:47:29.843 23.2C | 2.92 V
10:47:31.052 23.1C | 2.91 V
10:47:32.281 23.2C | 2.91 V
10:47:33.500 23.1C | 2.93 V
10:47:34.724 23.2C | 2.91 V
10:47:35.951 23.2C | 2.92 V
10:47:37.188 23.1C | 2.92 V
10:47:38.401 23.1C | 2.91 V
10:47:39.625 23.1C | 2.91 V
10:47:40.848 23.2C | 2.93 V
10:47:42.082 23.1C | 2.91 V
10:47:43.305 23.2C | 2.91 V
10:47:44.526 23.2C | 2.92 V
10:47:45.751 23.2C | 2.91 V
10:47:46.976 23.2C | 2.91 V
10:47:48.200 23.2C | 2.93 V
10:47:49.426 23.2C | 2.91 V
10:47:50.651 23.1C | 2.91 V
10:47:51.876 23.2C | 2.93 V
10:47:53.101 23.1C | 2.91 V
10:47:54.330 23.2C | 2.91 V
10:47:55.551 23.2C | 2.92 V
10:47:56.776 23.2C | 2.91 V
10:47:58.004 23.2C | 2.91 V
10:47:59.227 23.2C | 2.92 V
10:48:00.452 23.2C | 2.91 V
10:48:01.677 23.2C | 2.91 V
10:48:02.902 23.1C | 2.93 V
10:48:04.128 23.2C | 2.91 V
10:48:05.358 23.1C | 2.91 V
10:48:06.585 23.2C | 2.92 V
10:48:07.802 23.2C | 2.91 V
10:48:09.027 23.2C | 2.91 V
10:48:10.253 23.1C | 2.93 V
10:48:11.481 23.1C | 2.91 V
10:48:12.703 23.2C | 2.91 V
10:48:13.927 23.2C | 2.92 V
10:48:15.152 23.1C | 2.91 V
10:48:16.378 23.2C | 2.91 V
10:48:17.603 23.1C | 2.92 V
10:48:18.827 23.1C | 2.91 V
10:48:20.053 23.2C | 2.91 V
10:48:21.295 23.1C | 2.92 V
10:48:22.503 23.2C | 2.91 V
10:48:23.727 23.1C | 2.91 V
10:48:24.953 23.1C | 2.93 V
10:48:26.178 23.2C | 2.91 V
10:48:27.403 23.2C | 2.91 V
10:48:28.628 23.1C | 2.92 V
10:48:29.852 23.1C | 2.91 V
10:48:31.079 23.1C | 2.91 V
10:48:32.308 23.2C | 2.92 V
10:48:33.530 23.1C | 2.91 V
10:48:34.753 23.1C | 2.91 V
10:48:35.979 23.1C | 2.92 V
10:48:37.274 23.1C | 2.91 V
10:48:38.455 23.1C | 2.91 V
10:48:39.667 23.1C | 2.93 V
10:48:40.917 23.1C | 2.91 V
10:48:42.103 23.1C | 2.92 V
10:48:43.329 23.2C | 2.92 V
10:48:44.555 23.1C | 2.91 V
10:48:45.779 23.1C | 2.91 V
10:48:47.006 23.1C | 2.92 V
10:48:48.230 23.1C | 2.91 V
10:48:49.468 23.1C | 2.91 V
10:48:50.680 23.1C | 2.93 V
10:48:51.905 23.1C | 2.91 V
10:48:53.131 23.1C | 2.91 V
10:48:54.354 23.1C | 2.92 V
10:48:55.607 23.1C | 2.91 V
10:48:56.806 23.2C | 2.91 V
10:48:58.031 23.1C | 2.92 V
10:48:59.256 23.2C | 2.91 V
10:49:00.480 23.1C | 2.91 V
10:49:01.706 23.1C | 2.93 V
10:49:02.939 23.1C | 2.91 V
10:49:04.156 23.1C | 2.91 V
10:49:05.382 23.1C | 2.93 V
10:49:06.606 23.1C | 2.91 V
10:49:07.871 23.1C | 2.91 V
10:49:09.055 23.2C | 2.92 V
10:49:10.288 23.2C | 2.91 V
10:49:11.521 23.1C | 2.91 V
10:49:12.742 23.1C | 2.92 V
10:49:13.971 23.1C | 2.91 V
10:49:15.200 23.2C | 2.91 V
10:49:16.410 23.2C | 2.92 V
10:49:17.632 23.1C | 2.91 V
10:49:18.857 23.1C | 2.92 V
10:49:20.083 23.2C | 2.92 V
10:49:21.321 23.1C | 2.91 V
10:49:22.532 23.1C | 2.91 V
10:49:23.764 23.2C | 2.93 V
10:49:24.982 23.2C | 2.92 V
10:49:26.207 23.1C | 2.91 V
10:49:27.432 23.2C | 2.92 V
10:49:28.656 23.2C | 2.91 V
10:49:29.882 23.2C | 2.91 V
10:49:31.107 23.1C | 2.93 V
10:49:32.332 23.2C | 2.91 V
10:49:33.558 23.1C | 2.91 V
10:49:34.783 23.1C | 2.92 V
10:49:36.021 23.2C | 2.91 V
10:49:37.249 23.1C | 2.91 V
10:49:38.461 23.1C | 2.93 V
10:49:39.684 23.1C | 2.91 V
10:49:40.908 23.2C | 2.91 V
10:49:42.141 23.2C | 2.93 V
10:49:43.374 23.1C | 2.91 V
10:49:44.586 23.1C | 2.91 V
10:49:45.825 23.2C | 2.93 V
10:49:47.042 23.1C | 2.91 V
10:49:48.258 23.1C | 2.91 V
10:49:49.485 23.2C | 2.92 V
10:49:50.707 23.1C | 2.91 V
10:49:51.935 23.1C | 2.91 V
10:49:53.160 23.2C | 2.92 V
10:49:54.386 23.2C | 2.91 V
10:49:55.611 23.2C | 2.91 V
10:49:56.834 23.1C | 2.92 V
10:49:58.059 23.2C | 2.91 V
10:49:59.284 23.1C | 2.91 V
10:50:00.510 23.2C | 2.92 V
10:50:01.735 23.1C | 2.91 V
10:50:02.958 23.2C | 2.91 V
10:50:04.187 23.1C | 2.93 V
10:50:05.412 23.1C | 2.91 V
10:50:06.634 23.1C | 2.91 V
10:50:07.860 23.2C | 2.93 V
10:50:09.085 23.2C | 2.91 V
10:50:10.313 23.2C | 2.91 V
10:50:11.538 23.2C | 2.92 V
10:50:12.773 23.2C | 2.91 V
10:50:13.986 23.2C | 2.91 V
10:50:15.212 23.1C | 2.93 V
10:50:16.437 23.2C | 2.91 V
10:50:17.689 23.1C | 2.91 V
10:50:18.887 23.2C | 2.93 V
10:50:20.117 23.2C | 2.92 V
10:50:21.336 23.1C | 2.92 V
10:50:22.565 23.1C | 2.93 V
10:50:23.785 23.1C | 2.91 V
10:50:25.033 23.2C | 2.91 V
10:50:26.235 23.2C | 2.93 V
10:50:27.461 23.2C | 2.91 V
10:50:28.687 23.1C | 2.91 V
10:50:29.911 23.1C | 2.92 V
10:50:31.137 23.2C | 2.91 V
10:50:32.365 23.2C | 2.91 V
10:50:33.592 23.2C | 2.92 V
10:50:34.812 23.2C | 2.91 V
10:50:36.037 23.1C | 2.92 V
10:50:37.279 23.1C | 2.92 V
10:50:38.486 23.2C | 2.91 V
10:50:39.712 23.2C | 2.91 V
10:50:40.937 23.1C | 2.92 V
10:50:42.162 23.1C | 2.91 V
10:50:43.387 23.2C | 2.92 V
10:50:44.612 23.1C | 2.92 V
10:50:45.838 23.2C | 2.91 V
10:50:47.068 23.2C | 2.91 V
10:50:48.288 23.1C | 2.93 V
10:50:49.523 23.2C | 2.91 V
10:50:50.740 23.2C | 2.91 V
10:50:51.965 23.2C | 2.93 V
10:50:53.213 23.2C | 2.91 V
10:50:54.422 23.2C | 2.91 V
10:50:55.638 23.2C | 2.93 V
10:50:56.865 23.2C | 2.91 V
10:50:58.096 23.2C | 2.92 V
10:50:59.316 23.2C | 2.92 V
10:51:00.538 23.2C | 2.91 V
10:51:01.763 23.2C | 2.91 V
10:51:02.989 23.2C | 2.92 V
10:51:04.213 23.1C | 2.91 V
10:51:05.440 23.2C | 2.91 V
10:51:06.666 23.2C | 2.92 V
10:51:07.910 23.2C | 2.91 V
10:51:09.116 23.2C | 2.92 V
10:51:10.340 23.2C | 2.92 V
10:51:11.581 23.2C | 2.91 V
10:51:12.789 23.2C | 2.91 V
10:51:14.015 23.2C | 2.91 V
10:51:15.247 23.2C | 2.91 V
10:51:16.465 23.1C | 2.91 V
10:51:17.712 23.2C | 2.92 V
10:51:18.929 23.2C | 2.91 V
10:51:20.140 23.2C | 2.91 V
10:51:21.368 23.1C | 2.93 V
10:51:22.590 23.2C | 2.91 V
10:51:23.815 23.2C | 2.91 V
10:51:25.041 23.2C | 2.93 V
10:51:26.298 23.2C | 2.91 V
10:51:27.499 23.1C | 2.92 V
10:51:28.716 23.2C | 2.93 V
10:51:29.941 23.2C | 2.91 V
10:51:31.166 23.2C | 2.91 V
10:51:32.396 23.2C | 2.93 V
10:51:33.616 23.2C | 2.91 V
10:51:34.842 23.2C | 2.91 V
10:51:36.069 23.1C | 2.92 V
10:51:37.301 23.2C | 2.91 V
10:51:38.519 23.2C | 2.91 V
10:51:39.741 23.1C | 2.92 V
10:51:40.967 23.2C | 2.91 V
10:51:42.192 23.1C | 2.91 V
10:51:43.417 23.2C | 2.93 V
10:51:44.644 23.1C | 2.91 V
10:51:45.876 23.2C | 2.91 V
10:51:47.098 23.2C | 2.92 V
10:51:48.316 23.2C | 2.91 V
10:51:49.543 23.2C | 2.92 V
10:51:50.767 23.2C | 2.93 V
10:51:51.991 23.2C | 2.91 V
10:51:53.220 23.2C | 2.91 V
10:51:54.442 23.2C | 2.92 V
10:51:55.675 23.2C | 2.91 V
10:51:56.896 23.2C | 2.91 V
10:51:58.117 23.2C | 2.92 V
10:51:59.347 23.2C | 2.91 V
10:52:00.575 23.2C | 2.92 V
10:52:01.793 23.2C | 2.92 V
10:52:03.017 23.2C | 2.91 V
10:52:04.243 23.2C | 2.91 V
10:52:05.469 23.2C | 2.93 V
10:52:06.695 23.2C | 2.91 V
10:52:07.918 23.1C | 2.92 V
10:52:09.143 23.1C | 2.92 V
10:52:10.368 23.2C | 2.91 V
10:52:11.592 23.2C | 2.91 V
10:52:12.818 23.2C | 2.92 V
10:52:14.043 23.2C | 2.91 V
10:52:15.286 23.2C | 2.91 V
10:52:16.493 23.1C | 2.92 V
10:52:17.723 23.2C | 2.91 V
10:52:18.945 23.2C | 2.92 V
10:52:20.170 23.2C | 2.92 V
10:52:21.395 23.2C | 2.91 V
10:52:22.619 23.2C | 2.91 V
10:52:23.845 23.1C | 2.92 V
10:52:25.071 23.2C | 2.90 V
10:52:26.294 23.2C | 2.92 V
10:52:27.520 23.2C | 2.93 V
10:52:28.745 23.2C | 2.91 V
10:52:29.970 23.2C | 2.92 V
10:52:31.194 23.2C | 2.92 V
10:52:32.420 23.2C | 2.91 V
10:52:33.650 23.2C | 2.92 V
10:52:34.870 23.2C | 2.92 V
10:52:36.095 23.2C | 2.90 V
10:52:37.320 23.2C | 2.91 V
10:52:38.552 23.2C | 2.92 V
10:52:39.770 23.2C | 2.91 V
10:52:40.996 23.2C | 2.92 V
10:52:42.221 23.2C | 2.93 V
10:52:43.446 23.2C | 2.90 V
10:52:44.671 23.2C | 2.92 V
10:52:45.896 23.2C | 2.93 V
10:52:47.121 23.2C | 2.91 V
10:52:48.346 23.2C | 2.91 V
10:52:49.588 23.2C | 2.91 V
10:52:50.795 23.2C | 2.91 V
10:52:52.030 23.2C | 2.91 V
10:52:53.246 23.2C | 2.92 V
10:52:54.473 23.2C | 2.91 V
10:52:55.698 23.2C | 2.91 V
10:52:56.932 23.2C | 2.92 V
10:52:58.148 23.2C | 2.91 V
10:52:59.373 23.2C | 2.91 V
10:53:00.597 23.2C | 2.93 V
10:53:01.823 23.2C | 2.90 V
10:53:03.047 23.2C | 2.92 V
10:53:04.327 23.2C | 2.93 V
10:53:05.497 23.2C | 2.91 V
10:53:06.725 23.2C | 2.92 V
10:53:07.955 23.2C | 2.92 V
10:53:09.172 23.2C | 2.91 V
10:53:10.396 23.2C | 2.91 V
10:53:11.622 23.2C | 2.92 V
10:53:12.846 23.2C | 2.91 V
10:53:14.073 23.2C | 2.91 V
10:53:15.299 23.2C | 2.92 V
10:53:16.526 23.2C | 2.91 V
10:53:17.748 23.2C | 2.92 V
10:53:18.975 23.1C | 2.92 V
10:53:20.198 23.2C | 2.90 V
10:53:21.433 23.2C | 2.92 V
10:53:22.648 23.2C | 2.93 V
10:53:23.873 23.2C | 2.91 V
10:53:25.098 23.2C | 2.92 V
10:53:26.323 23.2C | 2.92 V
10:53:27.548 23.2C | 2.91 V
10:53:28.786 23.1C | 2.91 V
10:53:30.000 23.2C | 2.92 V
10:53:31.260 23.2C | 2.91 V
10:53:32.450 23.2C | 2.91 V
10:53:33.675 23.2C | 2.92 V
10:53:34.900 23.2C | 2.91 V
10:53:36.125 23.2C | 2.92 V
10:53:37.350 23.2C | 2.92 V
10:53:38.575 23.2C | 2.91 V
10:53:39.801 23.2C | 2.92 V
10:53:41.047 23.2C | 2.91 V
10:53:42.332 23.2C | 2.91 V
10:53:43.492 23.2C | 2.92 V
10:53:44.698 23.2C | 2.92 V
10:53:45.925 23.2C | 2.91 V
10:53:47.150 23.2C | 2.92 V
10:53:48.375 23.2C | 2.92 V
10:53:49.600 23.2C | 2.90 V
10:53:50.826 23.2C | 2.92 V
10:53:52.051 23.2C | 2.92 V
10:53:53.276 23.2C | 2.91 V
10:53:54.501 23.2C | 2.92 V
10:53:55.726 23.2C | 2.92 V
10:53:56.951 23.2C | 2.91 V
10:53:58.175 23.2C | 2.92 V
10:53:59.401 23.2C | 2.93 V
10:54:00.625 23.2C | 2.91 V
10:54:01.850 23.2C | 2.91 V
10:54:03.076 23.2C | 2.92 V
10:54:04.301 23.2C | 2.91 V
10:54:05.527 23.2C | 2.92 V
10:54:06.751 23.2C | 2.92 V
10:54:07.976 23.2C | 2.90 V
10:54:09.208 23.2C | 2.92 V
10:54:10.427 23.2C | 2.92 V
10:54:11.656 23.2C | 2.90 V
10:54:12.888 23.2C | 2.91 V
10:54:14.111 23.2C | 2.92 V
10:54:15.341 23.2C | 2.91 V
10:54:16.568 23.2C | 2.91 V
10:54:17.776 23.2C | 2.93 V
10:54:19.002 23.2C | 2.91 V
10:54:20.228 23.2C | 2.92 V
10:54:21.453 23.2C | 2.92 V
10:54:22.684 23.2C | 2.91 V
10:54:23.902 23.2C | 2.91 V
10:54:25.127 23.2C | 2.92 V
10:54:26.372 23.2C | 2.91 V
10:54:27.577 23.2C | 2.91 V
10:54:28.803 23.2C | 2.92 V
10:54:30.029 23.2C | 2.90 V
10:54:31.253 23.2C | 2.92 V
10:54:32.478 23.2C | 2.92 V
10:54:33.703 23.2C | 2.91 V
10:54:34.928 23.2C | 2.92 V
10:54:36.154 23.2C | 2.93 V
10:54:37.378 23.2C | 2.91 V
10:54:38.603 23.2C | 2.92 V
10:54:39.828 23.2C | 2.92 V
10:54:41.054 23.2C | 2.90 V
10:54:42.278 23.2C | 2.92 V
10:54:43.502 23.2C | 2.92 V
10:54:44.728 23.2C | 2.91 V
10:54:45.957 23.2C | 2.91 V
10:54:47.181 23.2C | 2.92 V
10:54:48.410 23.2C | 2.90 V
10:54:49.629 23.2C | 2.92 V
10:54:50.857 23.2C | 2.92 V
10:54:52.110 23.2C | 2.91 V
10:54:53.315 23.2C | 2.91 V
10:54:54.532 23.2C | 2.92 V
10:54:55.756 23.2C | 2.91 V
10:54:56.981 23.2C | 2.92 V
10:54:58.205 23.2C | 2.92 V
10:54:59.430 23.1C | 2.91 V
10:55:00.655 23.2C | 2.92 V
10:55:01.881 23.2C | 2.92 V
10:55:03.106 23.2C | 2.90 V
10:55:04.345 23.2C | 2.91 V
10:55:05.556 23.2C | 2.91 V
10:55:06.806 23.2C | 2.90 V
10:55:08.006 23.2C | 2.92 V
10:55:09.231 23.2C | 2.92 V
10:55:10.458 23.2C | 2.90 V
10:55:11.681 23.2C | 2.92 V
10:55:12.929 23.2C | 2.92 V
10:55:14.141 23.2C | 2.91 V
10:55:15.356 23.2C | 2.92 V
10:55:16.580 23.1C | 2.92 V
10:55:17.819 23.2C | 2.90 V
10:55:19.031 23.2C | 2.92 V
10:55:20.257 23.2C | 2.92 V
10:55:21.737 23.2C | 2.90 V
10:55:22.968 23.2C | 2.92 V
10:55:24.007 23.2C | 2.92 V
10:55:25.008 23.2C | 2.90 V
10:55:27.008 23.2C | 2.91 V
10:55:28.007 23.2C | 2.92 V
10:55:29.008 23.2C | 2.90 V
10:55:30.008 23.2C | 2.91 V
10:55:32.008 23.2C | 2.92 V
10:55:33.008 23.2C | 2.91 V
10:55:34.198 23.2C | 2.91 V
10:55:35.436 23.2C | 2.92 V
10:55:36.138 23.2C | 2.90 V
10:55:37.139 23.2C | 2.92 V
10:55:39.008 23.2C | 2.92 V
10:55:40.007 23.1C | 2.90 V
10:55:41.008 23.2C | 2.92 V
10:55:43.008 23.2C | 2.92 V
10:55:44.007 23.2C | 2.91 V
10:55:45.008 23.2C | 2.92 V
10:55:46.009 23.2C | 2.92 V
10:55:47.008 23.2C | 2.90 V
10:55:49.008 23.2C | 2.92 V
10:55:50.007 23.2C | 2.92 V
10:55:51.008 23.2C | 2.91 V
10:55:52.008 23.2C | 2.92 V
10:55:54.007 23.2C | 2.91 V
10:55:55.008 23.2C | 2.90 V
10:55:56.008 23.2C | 2.91 V
10:55:57.007 23.2C | 2.92 V
10:55:58.007 23.2C | 2.91 V
10:56:00.008 23.2C | 2.91 V
10:56:01.007 23.2C | 2.92 V
10:56:02.008 23.2C | 2.91 V
10:56:03.008 23.2C | 2.92 V
10:56:05.007 23.2C | 2.91 V
10:56:06.008 23.2C | 2.90 V
10:56:07.008 23.2C | 2.92 V
10:56:08.008 23.2C | 2.91 V
10:56:10.011 23.2C | 2.91 V
10:56:11.008 23.2C | 2.92 V
10:56:12.007 23.2C | 2.92 V
10:56:13.008 23.2C | 2.91 V
10:56:14.008 23.2C | 2.91 V
10:56:16.008 23.2C | 2.92 V
10:56:17.102 23.2C | 2.91 V
10:56:18.008 23.2C | 2.91 V
10:56:19.007 23.2C | 2.92 V
10:56:21.008 23.2C | 2.91 V
10:56:22.009 23.2C | 2.92 V
10:56:23.007 23.2C | 2.91 V
10:56:24.008 23.2C | 2.91 V
10:56:25.007 23.2C | 2.92 V
10:56:27.008 23.2C | 2.92 V
10:56:28.008 23.2C | 2.91 V
10:56:29.007 23.2C | 2.91 V
10:56:30.008 23.2C | 2.92 V
10:56:32.008 23.2C | 2.90 V
10:56:33.007 23.2C | 2.92 V
10:56:34.009 23.2C | 2.91 V
10:56:35.008 23.2C | 2.90 V
10:56:36.007 23.2C | 2.91 V
10:56:38.008 23.2C | 2.92 V
10:56:39.008 23.2C | 2.90 V
10:56:40.007 23.2C | 2.92 V
10:56:41.008 23.2C | 2.92 V
10:56:43.007 23.2C | 2.91 V
10:56:44.007 23.2C | 2.92 V
10:56:45.193 23.2C | 2.92 V
10:56:46.443 23.2C | 2.91 V
10:56:47.643 23.2C | 2.92 V
10:56:49.008 23.2C | 2.92 V
10:56:49.952 23.2C | 2.90 V
10:56:51.007 23.2C | 2.91 V
10:56:52.007 23.2C | 2.93 V
10:56:54.008 23.2C | 2.90 V
10:56:55.008 23.2C | 2.91 V
10:56:56.008 23.2C | 2.92 V
10:56:57.008 23.2C | 2.90 V
10:56:59.007 23.2C | 2.92 V
10:57:00.008 23.2C | 2.92 V
10:57:01.008 23.2C | 2.90 V
10:57:02.008 23.2C | 2.92 V
10:57:03.008 23.2C | 2.92 V
10:57:05.008 23.2C | 2.90 V
10:57:06.008 23.2C | 2.91 V
10:57:07.007 23.2C | 2.92 V
10:57:08.008 23.2C | 2.90 V
10:57:10.007 23.2C | 2.92 V
10:57:11.010 23.2C | 2.91 V
10:57:12.009 23.2C | 2.91 V
10:57:13.007 23.2C | 2.91 V
10:57:14.009 23.2C | 2.92 V
10:57:16.007 23.2C | 2.91 V
10:57:17.008 23.2C | 2.92 V
10:57:18.008 23.2C | 2.91 V
10:57:19.007 23.2C | 2.90 V
10:57:21.007 23.2C | 2.92 V
10:57:22.008 23.2C | 2.92 V
10:57:23.317 23.2C | 2.90 V
10:57:24.539 23.2C | 2.92 V
10:57:25.007 23.2C | 2.92 V
10:57:27.008 23.2C | 2.90 V
10:57:28.008 23.2C | 2.92 V
10:57:29.008 23.2C | 2.92 V
10:57:30.008 23.2C | 2.90 V
10:57:32.008 23.2C | 2.91 V
10:57:33.007 23.2C | 2.91 V
10:57:34.007 23.2C | 2.90 V
10:57:35.007 23.2C | 2.92 V
10:57:36.007 23.2C | 2.91 V
10:57:38.008 23.2C | 2.90 V
10:57:39.008 23.2C | 2.92 V
10:57:40.007 23.2C | 2.92 V
10:57:41.007 23.2C | 2.91 V
10:57:43.008 23.2C | 2.92 V
10:57:44.007 23.2C | 2.92 V
10:57:45.008 23.2C | 2.90 V
10:57:46.008 23.2C | 2.92 V
10:57:48.007 23.2C | 2.92 V
10:57:49.008 23.2C | 2.90 V
10:57:50.008 23.2C | 2.91 V
10:57:51.008 23.2C | 2.91 V
10:57:52.008 23.2C | 2.90 V
10:57:54.008 23.2C | 2.91 V
10:57:55.009 23.2C | 2.92 V
10:57:56.010 23.2C | 2.90 V
10:57:57.314 23.2C | 2.92 V
10:57:59.007 23.2C | 2.91 V
10:58:00.007 23.2C | 2.91 V
10:58:01.008 23.2C | 2.92 V
10:58:02.008 23.2C | 2.92 V
10:58:03.007 23.2C | 2.90 V
10:58:05.009 23.2C | 2.91 V
10:58:06.008 23.1C | 2.91 V
10:58:07.010 23.2C | 2.90 V
10:58:08.012 23.2C | 2.92 V
10:58:10.008 23.2C | 2.92 V
10:58:11.007 23.2C | 2.90 V
10:58:12.009 23.1C | 2.92 V
10:58:13.007 23.2C | 2.91 V
10:58:14.008 23.2C | 2.90 V
10:58:16.008 23.2C | 2.91 V
10:58:17.008 23.2C | 2.92 V
10:58:18.008 23.2C | 2.91 V
10:58:19.008 23.2C | 2.92 V
10:58:21.008 23.2C | 2.91 V
10:58:22.007 23.2C | 2.90 V
10:58:23.007 23.2C | 2.92 V
10:58:24.008 23.2C | 2.92 V
10:58:25.008 23.2C | 2.90 V
10:58:27.007 23.2C | 2.91 V
10:58:28.008 23.2C | 2.92 V
10:58:29.008 23.2C | 2.90 V
10:58:30.007 23.2C | 2.91 V
10:58:32.008 23.2C | 2.91 V
10:58:33.008 23.2C | 2.90 V
10:58:34.007 23.2C | 2.92 V
10:58:35.009 23.2C | 2.91 V
10:58:37.007 23.2C | 2.90 V
10:58:38.008 23.2C | 2.92 V
10:58:39.008 23.2C | 2.91 V
10:58:40.008 23.2C | 2.91 V
10:58:41.009 23.2C | 2.92 V
10:58:43.008 23.2C | 2.92 V
10:58:44.008 23.2C | 2.90 V
10:58:45.007 23.2C | 2.91 V
10:58:46.007 23.2C | 2.91 V
10:58:48.008 23.2C | 2.90 V
10:58:49.199 23.2C | 2.91 V
10:58:50.423 23.2C | 2.91 V
10:58:51.007 23.2C | 2.90 V
10:58:52.009 23.2C | 2.92 V
10:58:54.008 23.2C | 2.91 V
10:58:55.007 23.2C | 2.90 V
10:58:56.009 23.2C | 2.91 V
10:58:57.008 23.2C | 2.91 V
10:58:59.007 23.2C | 2.90 V
10:59:00.009 23.2C | 2.92 V
10:59:01.008 23.2C | 2.92 V
10:59:02.008 23.2C | 2.90 V
10:59:03.555 23.2C | 2.91 V
10:59:05.007 23.2C | 2.91 V
10:59:06.008 23.2C | 2.90 V
10:59:07.232 23.2C | 2.91 V
10:59:08.008 23.2C | 2.91 V
10:59:10.008 23.2C | 2.90 V
10:59:11.011 23.2C | 2.91 V
10:59:12.007 23.2C | 2.92 V
10:59:13.011 23.2C | 2.90 V
10:59:14.008 23.2C | 2.91 V
10:59:16.008 23.2C | 2.92 V
10:59:17.008 23.2C | 2.90 V
10:59:18.070 23.2C | 2.90 V
10:59:19.007 23.2C | 2.91 V
10:59:21.008 23.2C | 2.90 V
10:59:22.008 23.2C | 2.91 V
10:59:23.008 23.2C | 2.91 V
10:59:24.008 23.2C | 2.90 V
10:59:26.008 23.2C | 2.92 V
10:59:27.008 23.2C | 2.90 V
10:59:28.007 23.2C | 2.90 V
10:59:29.009 23.2C | 2.92 V
10:59:30.009 23.2C | 2.91 V
10:59:32.009 23.2C | 2.90 V
10:59:33.008 23.2C | 2.91 V
10:59:34.008 23.2C | 2.91 V
10:59:35.007 23.2C | 2.89 V
10:59:36.317 23.2C | 2.91 V
10:59:37.410 23.2C | 2.91 V
10:59:39.009 23.2C | 2.89 V
10:59:40.007 23.2C | 2.91 V
10:59:41.008 23.2C | 2.91 V
10:59:43.008 23.2C | 2.89 V
10:59:44.007 23.2C | 2.91 V
10:59:45.008 23.2C | 2.91 V
10:59:46.009 23.2C | 2.90 V
10:59:48.011 23.2C | 2.92 V
10:59:49.008 23.2C | 2.91 V
10:59:50.007 23.2C | 2.90 V
10:59:51.007 23.2C | 2.90 V
10:59:52.009 23.2C | 2.91 V
10:59:54.007 23.2C | 2.90 V
10:59:55.007 23.2C | 2.91 V
10:59:56.008 23.2C | 2.91 V
10:59:57.008 23.2C | 2.90 V
10:59:59.007 23.2C | 2.91 V
11:00:00.007 23.2C | 2.90 V
11:00:01.007 23.2C | 2.90 V
11:00:02.007 23.2C | 2.91 V
11:00:03.008 23.2C | 2.91 V
11:00:05.008 23.2C | 2.90 V
11:00:06.008 23.2C | 2.91 V
11:00:07.008 23.2C | 2.91 V
11:00:08.007 23.2C | 2.90 V
11:00:10.030 23.2C | 2.91 V
11:00:11.110 23.2C | 2.91 V
11:00:12.009 23.2C | 2.90 V
11:00:13.008 23.2C | 2.91 V
11:00:15.008 23.2C | 2.91 V
11:00:16.008 23.2C | 2.90 V
11:00:17.008 23.2C | 2.91 V
11:00:18.008 23.2C | 2.91 V
11:00:19.008 23.2C | 2.90 V
11:00:21.008 23.2C | 2.91 V
11:00:22.008 23.2C | 2.91 V
11:00:23.008 23.2C | 2.90 V
11:00:24.007 23.2C | 2.92 V
11:00:26.008 23.2C | 2.91 V
11:00:27.009 23.2C | 2.90 V
11:00:28.007 23.2C | 2.91 V
11:00:29.008 23.2C | 2.91 V
11:00:30.008 23.2C | 2.90 V
11:00:32.007 23.2C | 2.91 V
11:00:33.008 23.2C | 2.91 V
11:00:34.008 23.2C | 2.91 V
11:00:35.008 23.2C | 2.91 V
11:00:37.008 23.2C | 2.91 V
11:00:38.007 23.2C | 2.90 V
11:00:39.007 23.2C | 2.91 V
11:00:40.008 23.2C | 2.91 V
11:00:41.008 23.2C | 2.90 V
11:00:43.007 23.2C | 2.92 V
11:00:44.007 23.2C | 2.91 V
11:00:45.010 23.2C | 2.90 V
11:00:46.007 23.2C | 2.91 V
11:00:48.008 23.2C | 2.91 V
11:00:49.007 23.2C | 2.90 V
11:00:50.007 23.2C | 2.92 V
11:00:51.008 23.2C | 2.91 V
11:00:52.007 23.2C | 2.90 V
11:00:54.009 23.2C | 2.91 V
11:00:55.009 23.2C | 2.91 V
11:00:56.007 23.2C | 2.90 V
